id;CLM_FREQ; CLM_AMT_1 ; CLM_AMT_2 ; CLM_AMT_3 ; CLM_AMT_4 ; CLM_AMT_5 ; CLM_AMT_6 ; CLM_AMT_7 ; CLM_AMT_8 ; CLM_AMT_9 ; CLM_AMT_10 ; CLM_AMT_11 ;CAR_USE;CAR_TYPE;AGE;GENDER;AREA;PREMIUM;FEES
865;5;189;261;73;149;265; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;39;F;Urban;398;20
866;3;85;169;202; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;44;F;Urban;443;22
867;4;121;173;234;159; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;38;F;Urban;691;35
868;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;30;F;Urban;405;20
869;5;119;199;57;239;44; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;44;F;Urban;436;22
870;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;44;M;Urban;644;32
871;2;261;321; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;37;M;Urban;494;25
872;4;97;188;131;149; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;24;F;Urban;381;19
873;2;224;142; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;44;F;Urban;591;30
874;4;192;259;68;204; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;57;M;Urban;561;28
875;2;142;107; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;52;F;Urban;519;26
876;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;55;F;Urban;665;33
877;1;297; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;49;M;Urban;558;28
878;3;98;305;136; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;54;M;Urban;464;23
879;1;283; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;55;M;Urban;432;22
880;3;121;200;112; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;41;F;Urban;639;32
881;4;399;128;113;190; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;52;F;Urban;569;28
882;2;93;163; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;51;F;Urban;444;22
883;6;209;169;115;371;131;84; -   ; -   ; -   ; -   ; -   ;Private;Sedan;51;F;Urban;666;33
884;2;134;267; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;57;M;Urban;571;29
885;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;48;M;Urban;464;23
886;3;173;100;121; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;48;F;Urban;357;18
887;4;150;121;195;132; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;48;F;Urban;519;26
888;4;139;280;202;149; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;45;M;Urban;575;29
889;3;112;189;98; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;51;F;Urban;379;19
890;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;53;M;Urban;465;23
891;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Van;43;M;Urban;623;31
892;2;132;143; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;46;F;Urban;462;23
893;3;179;66;137; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Van;54;M;Urban;433;22
894;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;31;F;Urban;491;25
895;2;127;127; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sports Car;47;F;Rural;318;16
896;3;159;84;173; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;51;F;Rural;638;32
897;3;174;99;60; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;47;M;Urban;336;17
898;1;170; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;38;M;Rural;605;30
899;2;173;166; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;55;F;Urban;383;19
900;3;271;380;118; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;47;M;Rural;320;16
901;2;56;69; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;45;M;Urban;609;30
902;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;52;F;Rural;602;30
903;2;215;80; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Van;48;F;Urban;656;33
904;4;223;158;212;103; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;50;M;Urban;626;31
905;1;143; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;41;F;Urban;670;34
906;2;81;279; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;47;F;Urban;537;27
907;2;145;125; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;27;F;Rural;647;32
908;5;177;257;121;87;98; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;42;M;Urban;613;31
909;5;222;158;76;202;254; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;42;F;Urban;530;27
910;2;205;100; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;25;M;Rural;478;24
911;1;200; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;32;M;Urban;368;18
912;7;122;130;315;112;114;103;197; -   ; -   ; -   ; -   ;Private;Sedan;34;F;Urban;354;18
913;4;207;107;122;386; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;46;F;Urban;429;21
914;2;345;127; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;36;F;Urban;330;17
915;4;333;211;174;327; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;44;F;Rural;559;28
916;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Van;49;M;Urban;548;27
917;1;114; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;41;F;Urban;303;15
918;1;129; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;46;F;Urban;586;29
919;2;172;144; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;54;F;Urban;657;33
920;2;119;199; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;46;F;Urban;419;21
921;5;216;134;121;232;145; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;46;F;Urban;433;22
922;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;40;M;Rural;437;22
923;1;230; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;50;F;Urban;536;27
924;2;267;167; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;43;F;Urban;499;25
925;1;142; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;33;F;Urban;576;29
926;3;43;95;100; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;45;M;Urban;451;23
927;6;123;174;211;62;353;189; -   ; -   ; -   ; -   ; -   ;Private;Sedan;36;M;Rural;313;16
928;2;175;118; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;50;M;Urban;437;22
929;1;137; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;47;M;Urban;312;16
930;2;78;80; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;44;F;Urban;317;16
931;7;149;148;139;172;121;197;233; -   ; -   ; -   ; -   ;Commercial;Panel Truck;46;M;Urban;620;31
932;3;232;134;252; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;35;F;Urban;493;25
933;1;325; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;47;M;Urban;506;25
934;2;123;112; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;59;M;Rural;581;29
935;5;61;82;75;260;90; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;37;F;Urban;619;31
936;5;285;293;162;77;246; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;41;F;Urban;502;25
937;2;399;147; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;43;F;Urban;687;34
938;7;133;101;195;288;122;250;131; -   ; -   ; -   ; -   ;Private;Sedan;30;M;Urban;345;17
939;1;36; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;46;F;Urban;478;24
940;3;107;158;87; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;56;F;Urban;547;27
941;3;130;120;168; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;43;M;Urban;606;30
942;7;293;122;245;103;365;90;133; -   ; -   ; -   ; -   ;Commercial;Van;50;F;Urban;597;30
943;1;76; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;40;M;Urban;399;20
944;2;152;224; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Van;49;M;Urban;422;21
945;1;165; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;40;F;Urban;544;27
946;3;135;251;807; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;51;M;Rural;511;26
947;4;589;354;81;72; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;40;F;Rural;346;17
948;4;199;309;99;477; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;38;F;Urban;325;16
949;1;166; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;33;M;Urban;664;33
950;1;238; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;36;F;Urban;409;20
951;2;416;216; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;37;M;Urban;628;31
952;3;51;103;175; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;35;F;Urban;530;27
953;2;225;147; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;26;F;Rural;319;16
954;2;206;252; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;42;F;Urban;518;26
955;3;88;121;88; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;35;F;Urban;485;24
956;4;123;62;73;252; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;55;F;Urban;519;26
957;1;199; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;48;M;Urban;547;27
958;6;146;144;179;238;106;88; -   ; -   ; -   ; -   ; -   ;Private;SUV;49;F;Urban;664;33
959;3;112;84;204; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;37;F;Urban;389;19
960;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;48;M;Urban;472;24
961;5;59;380;88;94;166; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;30;M;Rural;528;26
962;3;34;153;349; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;55;F;Rural;337;17
963;5;136;115;128;165;268; -   ; -   ; -   ; -   ; -   ; -   ;Private;Van;43;M;Urban;361;18
964;3;117;228;278; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;62;M;Urban;679;34
965;7;82;156;185;95;58;280;326; -   ; -   ; -   ; -   ;Commercial;Pickup;42;M;Rural;503;25
966;2;130;79; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;54;F;Rural;472;24
967;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;47;M;Urban;422;21
968;3;119;92;92; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;36;M;Urban;588;29
969;3;104;91;187; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;44;F;Urban;689;34
970;3;161;74;167; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;39;M;Urban;470;24
971;1;58; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;48;M;Urban;396;20
972;8;142;223;205;415;74;152;252;60; -   ; -   ; -   ;Private;Sedan;31;M;Urban;484;24
973;1;246; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;40;F;Urban;574;29
974;2;105;138; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;40;M;Urban;465;23
975;1;102; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;39;F;Rural;384;19
976;1;220; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;33;F;Urban;438;22
977;1;130; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;37;F;Urban;434;22
978;1;74; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;51;M;Urban;510;26
979;2;170;347; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;35;M;Urban;639;32
980;6;236;367;234;352;96;63; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;54;F;Rural;441;22
981;2;245;125; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;36;M;Rural;479;24
982;5;163;142;243;131;142; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;48;F;Urban;543;27
983;4;294;293;157;155; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;53;F;Urban;431;22
984;3;124;148;70; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;38;M;Urban;496;25
985;3;133;240;119; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;48;M;Rural;677;34
986;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;41;M;Urban;680;34
987;3;107;161;293; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;44;M;Urban;390;20
988;2;103;293; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;48;M;Urban;437;22
989;7;76;208;250;77;110;149;230; -   ; -   ; -   ; -   ;Private;SUV;38;F;Urban;377;19
990;4;115;255;167;197; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;32;F;Urban;514;26
991;2;330;171; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;45;F;Urban;606;30
992;2;138;99; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;25;M;Rural;691;35
993;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;48;F;Urban;415;21
994;6;221;92;41;152;114;328; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;30;F;Rural;492;25
995;5;119;166;61;152;133; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;46;M;Urban;429;21
996;0; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;36;M;Urban;553;28
997;5;159;50;107;222;152; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;45;F;Urban;663;33
998;2;69;177; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;41;F;Rural;657;33
999;3;308;123;179; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;43;M;Urban;329;16
1000;2;67;261; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;28;M;Rural;531;27
1001;3;284;246;199; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;46;M;Urban;444;22
1002;1;171; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;53;F;Urban;462;23
